index,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
37,frozenset({'other vegetables'}),frozenset({'tropical fruit'}),0.3766033863519754,0.2337095946639302,0.09132888660851719,0.24250681198910082,1.037641660958853,0.003313061835133524,1.0116135926558907
38,frozenset({'whole milk'}),frozenset({'other vegetables'}),0.4581836839404823,0.3766033863519754,0.1913801949717804,0.4176931690929451,1.1091062487222754,0.01882666802857158,1.0705637999763191
39,frozenset({'other vegetables'}),frozenset({'whole milk'}),0.3766033863519754,0.4581836839404823,0.1913801949717804,0.5081743869209809,1.1091062487222754,0.01882666802857158,1.1016431467802936
40,frozenset({'yogurt'}),frozenset({'other vegetables'}),0.28296562339661363,0.3766033863519754,0.12031811185223192,0.4252039891205803,1.1290498294223583,0.013752299859869463,1.0845527836810274
41,frozenset({'other vegetables'}),frozenset({'yogurt'}),0.3766033863519754,0.28296562339661363,0.12031811185223192,0.3194822888283379,1.1290498294223583,0.013752299859869463,1.05366012497875
42,frozenset({'whole milk'}),frozenset({'pastry'}),0.4581836839404823,0.1775269368907132,0.09107234479220112,0.19876819708846583,1.119650913657283,0.00973239884894464,1.0265107552153643
43,frozenset({'pastry'}),frozenset({'whole milk'}),0.1775269368907132,0.4581836839404823,0.09107234479220112,0.5130057803468208,1.119650913657283,0.00973239884894464,1.11257237600352
44,frozenset({'whole milk'}),frozenset({'pip fruit'}),0.4581836839404823,0.17060030785017957,0.08696767573114418,0.18980963045912655,1.1125984053077824,0.008801398198968524,1.023709640759903
45,frozenset({'pip fruit'}),frozenset({'whole milk'}),0.17060030785017957,0.4581836839404823,0.08696767573114418,0.5097744360902257,1.1125984053077824,0.008801398198968524,1.1052388042318386
46,frozenset({'rolls/buns'}),frozenset({'root vegetables'}),0.3496664956387891,0.23063109286813752,0.09081580297588507,0.25972120322817316,1.12613264759001,0.010171836947339294,1.039296155025499
47,frozenset({'root vegetables'}),frozenset({'rolls/buns'}),0.23063109286813752,0.3496664956387891,0.09081580297588507,0.39377085650723026,1.12613264759001,0.010171836947339294,1.0727519640747312
48,frozenset({'rolls/buns'}),frozenset({'sausage'}),0.3496664956387891,0.2060030785017958,0.0823499230374551,0.235509904622157,1.1432348794734346,0.010317548486929784,1.038596740884887
49,frozenset({'sausage'}),frozenset({'rolls/buns'}),0.2060030785017958,0.3496664956387891,0.0823499230374551,0.3997509339975093,1.1432348794734346,0.010317548486929784,1.08343942739015
50,frozenset({'soda'}),frozenset({'rolls/buns'}),0.3134940995382247,0.3496664956387891,0.11980502821959979,0.3821603927986907,1.092928254680335,0.01018664503063102,1.0525927712972183
51,frozenset({'rolls/buns'}),frozenset({'soda'}),0.3496664956387891,0.3134940995382247,0.11980502821959979,0.3426265590608951,1.092928254680335,0.01018664503063102,1.0443164534926337
52,frozenset({'tropical fruit'}),frozenset({'rolls/buns'}),0.2337095946639302,0.3496664956387891,0.08825038481272447,0.37760702524698136,1.0799062248075815,0.006529969849426151,1.0448921031270955
53,frozenset({'rolls/buns'}),frozenset({'tropical fruit'}),0.3496664956387891,0.2337095946639302,0.08825038481272447,0.25238444607483496,1.0799062248075815,0.006529969849426151,1.024979217343536
54,frozenset({'whole milk'}),frozenset({'rolls/buns'}),0.4581836839404823,0.3496664956387891,0.17855310415597742,0.38969764837625975,1.1144838102499344,0.018341621033638428,1.0655923291643326
55,frozenset({'rolls/buns'}),frozenset({'whole milk'}),0.3496664956387891,0.4581836839404823,0.17855310415597742,0.5106382978723404,1.1144838102499344,0.018341621033638428,1.1071898632520578
56,frozenset({'yogurt'}),frozenset({'rolls/buns'}),0.28296562339661363,0.3496664956387891,0.11133914828116984,0.3934723481414325,1.1252789530853293,0.012395550361830598,1.072223998969231
57,frozenset({'rolls/buns'}),frozenset({'yogurt'}),0.3496664956387891,0.28296562339661363,0.11133914828116984,0.318415260454879,1.1252789530853295,0.012395550361830598,1.0520106085149794
58,frozenset({'soda'}),frozenset({'root vegetables'}),0.3134940995382247,0.23063109286813752,0.08132375577219086,0.25941080196399346,1.1247867698060583,0.009022268987977408,1.0388605574752883
59,frozenset({'root vegetables'}),frozenset({'soda'}),0.23063109286813752,0.3134940995382247,0.08132375577219086,0.3526140155728587,1.1247867698060583,0.009022268987977408,1.0604274991669003
60,frozenset({'whole milk'}),frozenset({'root vegetables'}),0.4581836839404823,0.23063109286813752,0.11313494099538225,0.24692049272116462,1.0706296781169073,0.0074635372338395095,1.0216303852323467
61,frozenset({'root vegetables'}),frozenset({'whole milk'}),0.23063109286813752,0.4581836839404823,0.11313494099538225,0.4905450500556173,1.0706296781169071,0.0074635372338395095,1.0635215461517609
62,frozenset({'yogurt'}),frozenset({'root vegetables'}),0.28296562339661363,0.23063109286813752,0.0715751667521806,0.2529465095194923,1.0967580579610468,0.006314495784105784,1.029871243405879
63,frozenset({'root vegetables'}),frozenset({'yogurt'}),0.23063109286813752,0.28296562339661363,0.0715751667521806,0.3103448275862069,1.0967580579610468,0.006314495784105784,1.0396998460749103
64,frozenset({'soda'}),frozenset({'sausage'}),0.3134940995382247,0.2060030785017958,0.07721908671113391,0.24631751227495907,1.195698210271221,0.01263833711411122,1.0534899436165097
65,frozenset({'sausage'}),frozenset({'soda'}),0.2060030785017958,0.3134940995382247,0.07721908671113391,0.3748443337484433,1.195698210271221,0.01263833711411122,1.098135932411963
66,frozenset({'whole milk'}),frozenset({'sausage'}),0.4581836839404823,0.2060030785017958,0.10697793740379682,0.23348264277715566,1.1333939496206136,0.012590687992763652,1.0358498917427266
67,frozenset({'sausage'}),frozenset({'whole milk'}),0.2060030785017958,0.4581836839404823,0.10697793740379682,0.5193026151930261,1.1333939496206136,0.012590687992763652,1.1271463777093076
68,frozenset({'yogurt'}),frozenset({'sausage'}),0.28296562339661363,0.2060030785017958,0.07542329399692149,0.2665457842248413,1.2938922377439992,0.01713150446703931,1.0825446284456357
69,frozenset({'sausage'}),frozenset({'yogurt'}),0.2060030785017958,0.28296562339661363,0.07542329399692149,0.3661270236612702,1.2938922377439994,0.01713150446703931,1.1311956864686035
70,frozenset({'whole milk'}),frozenset({'shopping bags'}),0.4581836839404823,0.16829143150333503,0.09132888660851719,0.19932810750279956,1.1844221997651108,0.014220498546701807,1.038763289045485
71,frozenset({'shopping bags'}),frozenset({'whole milk'}),0.16829143150333503,0.4581836839404823,0.09132888660851719,0.5426829268292683,1.1844221997651108,0.014220498546701807,1.184771677783479
72,frozenset({'soda'}),frozenset({'tropical fruit'}),0.3134940995382247,0.2337095946639302,0.08183683940482299,0.2610474631751228,1.1169736678997022,0.008570260472210697,1.036995432248812
73,frozenset({'tropical fruit'}),frozenset({'soda'}),0.2337095946639302,0.3134940995382247,0.08183683940482299,0.3501646542261252,1.1169736678997022,0.008570260472210697,1.0564305326362793
74,frozenset({'soda'}),frozenset({'whole milk'}),0.3134940995382247,0.4581836839404823,0.15110312981015905,0.48199672667757776,1.0519726990980953,0.007465248390130991,1.0459708344782475
75,frozenset({'whole milk'}),frozenset({'soda'}),0.4581836839404823,0.3134940995382247,0.15110312981015905,0.32978723404255317,1.051972699098095,0.007465248390130991,1.0243103911651885
76,frozenset({'soda'}),frozenset({'yogurt'}),0.3134940995382247,0.28296562339661363,0.09748589020010262,0.3109656301145663,1.098951972970607,0.00877783689310882,1.0406365893222544
77,frozenset({'yogurt'}),frozenset({'soda'}),0.28296562339661363,0.3134940995382247,0.09748589020010262,0.3445149592021759,1.098951972970607,0.00877783689310882,1.0473250459326946
78,frozenset({'whole milk'}),frozenset({'tropical fruit'}),0.4581836839404823,0.2337095946639302,0.11646998460749101,0.2541993281075028,1.0876717683458244,0.009388061552134577,1.0274734714190845
79,frozenset({'tropical fruit'}),frozenset({'whole milk'}),0.2337095946639302,0.4581836839404823,0.11646998460749101,0.4983534577387486,1.0876717683458241,0.009388061552134577,1.080075851050811
80,frozenset({'yogurt'}),frozenset({'tropical fruit'}),0.28296562339661363,0.2337095946639302,0.07567983581323756,0.2674524025385313,1.144379215252684,0.009548054665388661,1.0460622736208973
81,frozenset({'tropical fruit'}),frozenset({'yogurt'}),0.2337095946639302,0.28296562339661363,0.07567983581323756,0.32381997804610324,1.1443792152526842,0.009548054665388661,1.06041934591832
82,frozenset({'whole milk'}),frozenset({'whipped/sour cream'}),0.4581836839404823,0.15469471523858389,0.0797845048742945,0.17413213885778273,1.1256502110574413,0.008905910360156269,1.0235357549721282
83,frozenset({'whipped/sour cream'}),frozenset({'whole milk'}),0.15469471523858389,0.4581836839404823,0.0797845048742945,0.5157545605306799,1.1256502110574413,0.008905910360156269,1.1188878033694836
84,frozenset({'whole milk'}),frozenset({'yogurt'}),0.4581836839404823,0.28296562339661363,0.15059004617752694,0.32866741321388576,1.1615100423460805,0.020939814421151365,1.068076227367513
85,frozenset({'yogurt'}),frozenset({'whole milk'}),0.28296562339661363,0.4581836839404823,0.15059004617752694,0.5321849501359928,1.1615100423460805,0.020939814421151365,1.1581848771582328
86,"frozenset({'whole milk', 'rolls/buns'})",frozenset({'other vegetables'}),0.17855310415597742,0.3766033863519754,0.08209338122113904,0.45977011494252873,1.2208337248269598,0.014849677552340984,1.1539469231357053
87,"frozenset({'whole milk', 'other vegetables'})",frozenset({'rolls/buns'}),0.1913801949717804,0.3496664956387891,0.08209338122113904,0.42895442359249325,1.2267530030546874,0.015174139110688378,1.1388469348672847
88,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'whole milk'}),0.14674191893278604,0.4581836839404823,0.08209338122113904,0.5594405594405595,1.2209962489917698,0.01485862821601952,1.2298370348652548
89,frozenset({'whole milk'}),"frozenset({'rolls/buns', 'other vegetables'})",0.4581836839404823,0.14674191893278604,0.08209338122113904,0.1791713325867861,1.2209962489917696,0.01485862821601952,1.0395081396903438
90,frozenset({'rolls/buns'}),"frozenset({'whole milk', 'other vegetables'})",0.3496664956387891,0.1913801949717804,0.08209338122113904,0.2347762289068232,1.2267530030546874,0.015174139110688378,1.0567102533590251
91,frozenset({'other vegetables'}),"frozenset({'whole milk', 'rolls/buns'})",0.3766033863519754,0.17855310415597742,0.08209338122113904,0.21798365122615804,1.2208337248269598,0.014849677552340984,1.0504216403301614
92,"frozenset({'whole milk', 'yogurt'})",frozenset({'other vegetables'}),0.15059004617752694,0.3766033863519754,0.07183170856849666,0.4770017035775127,1.2665889921969649,0.015118987227139669,1.1919668150208158
93,"frozenset({'whole milk', 'other vegetables'})",frozenset({'yogurt'}),0.1913801949717804,0.28296562339661363,0.07183170856849666,0.3753351206434316,1.326433635782499,0.017677692392541355,1.1478704827170092
94,"frozenset({'yogurt', 'other vegetables'})",frozenset({'whole milk'}),0.12031811185223192,0.4581836839404823,0.07183170856849666,0.5970149253731343,1.303003459744948,0.016703912835278036,1.3445071546662106
95,frozenset({'whole milk'}),"frozenset({'yogurt', 'other vegetables'})",0.4581836839404823,0.12031811185223192,0.07183170856849666,0.15677491601343785,1.3030034597449482,0.016703912835278036,1.043234961641377
96,frozenset({'yogurt'}),"frozenset({'whole milk', 'other vegetables'})",0.28296562339661363,0.1913801949717804,0.07183170856849666,0.25385312783318226,1.3264336357824993,0.017677692392541355,1.0837273936161924
97,frozenset({'other vegetables'}),"frozenset({'whole milk', 'yogurt'})",0.3766033863519754,0.15059004617752694,0.07183170856849666,0.19073569482288827,1.266588992196965,0.015118987227139669,1.049607586036524
